id;message;association_to_offender;time;case_total_reports;allied_report_count;enemy_report_count;most_common_report_reason;chatlog_id;champion_name;label
1366;it doesnt make me nervous;enemy;00:35:45;9.0;3.0;0.0;Offensive Language;10004.0;Leona;0
1367;this guy just dont know;enemy;00:35:47;9.0;3.0;0.0;Offensive Language;10004.0;Orianna;0
1368;bg;ally;00:35:55;9.0;3.0;0.0;Offensive Language;10004.0;Miss Fortune;0
1369;we are afk;enemy;00:00:23;4.0;0.0;1.0;Offensive Language;10005.0;Akali;0
1370;ok;ally;00:00:28;4.0;0.0;1.0;Offensive Language;10005.0;Veigar;0
1371;premade too ^^;ally;00:00:31;4.0;0.0;1.0;Offensive Language;10005.0;Darius;0
1372;fr ?;enemy;00:00:33;4.0;0.0;1.0;Offensive Language;10005.0;Jax;0
1373;nice;enemy;00:00:36;4.0;0.0;1.0;Offensive Language;10005.0;Akali;0
1374;oui;ally;00:00:41;4;0;1;Offensive Language;10005;Veigar;2
1375;ouiiii :D;ally;00:00:41;4;0;1;Offensive Language;10005;Darius;2
1376;carrement;enemy;00:00:44;4;0;1;Offensive Language;10005;Akali;2
1377;cool;enemy;00:00:45;4.0;0.0;1.0;Offensive Language;10005.0;Jax;0
1378;rester afk nous on push;ally;00:00:51;4;0;1;Offensive Language;10005;Veigar;2
1379;equipe fr contre equipe fr belge :p;enemy;00:00:52;4;0;1;Offensive Language;10005;Akali;2
1380;hooooo;ally;00:01:02;4.0;0.0;1.0;Offensive Language;10005.0;Darius;0
1381;lvl ??;ally;00:01:05;4.0;0.0;1.0;Offensive Language;10005.0;Veigar;0
1382; ---;enemy;00:01:10;4;0;1;Offensive Language;10005;Akali;2
1383;bha bonne chance les gens :D;ally;00:01:13;4;0;1;Offensive Language;10005;Darius;2
1384; ---;ally;00:01:20;4;0;1;Offensive Language;10005;Darius;2
1385;na ---;enemy;00:01:20;4;0;1;Offensive Language;10005;Jax;2
1386;"^^""";ally;00:01:28;4;0;1;Offensive Language;10005;Veigar;2
1387;voulaiis ecrire 20 ouais :p;enemy;00:01:36;4;0;1;Offensive Language;10005;Akali;2
1388;eh ben;enemy;00:02:38;4;0;1;Offensive Language;10005;Akali;2
1389;ti connai flash darius ??;ally;00:02:39;4;0;1;Offensive Language;10005;Darius;2
1390;vous faites quoi ??;ally;00:05:38;4;0;1;Offensive Language;10005;Veigar;2
1391;il fait quoi jax ??;ally;00:07:59;4;0;1;Offensive Language;10005;Veigar;2
1392;whoula Ì¬_Ì¬;ally;00:08:41;4;0;1;Offensive Language;10005;Darius;2
1393;chance :p;offender;00:13:33;4.0;0.0;1.0;Offensive Language;10005.0;Warwick;0
1394;dat flash;enemy;00:15:33;4.0;0.0;1.0;Offensive Language;10005.0;Akali;0
1395;ta vu ca :pz;ally;00:15:41;4;0;1;Offensive Language;10005;Darius;2
1396;"il y aura tjr un kill ;)";ally;00:20:21;4;0;1;Offensive Language;10005;Darius;2
1397;vous etes une team ??;enemy;00:24:34;4;0;1;Offensive Language;10005;Jax;2
1398;oui;ally;00:24:39;4;0;1;Offensive Language;10005;Darius;2
1399;on la dit au debut;ally;00:24:45;4;0;1;Offensive Language;10005;Darius;2
1400;ah;enemy;00:24:49;4.0;0.0;1.0;Offensive Language;10005.0;Jax;0
1401;xp;enemy;00:24:57;4.0;0.0;1.0;Offensive Language;10005.0;Jax;0
1402;xD boooou;ally;00:25:53;4.0;0.0;1.0;Offensive Language;10005.0;Darius;0
1403;halloween c'est passÌ© :p:;enemy;00:26:06;4;0;1;Offensive Language;10005;Akali;2
1404;:pd:;enemy;00:26:23;4.0;0.0;1.0;Offensive Language;10005.0;Jax;0
1405;n importe quoi;offender;00:26:51;4;0;1;Offensive Language;10005;Warwick;2
1406;j'ai peur de rengar il me fais toujours sursautÌ©;ally;00:26:53;4;0;1;Offensive Language;10005;Veigar;2
1407;nan on peut pas faire un 1v2 trankil ^^;ally;00:27:39;4;0;1;Offensive Language;10005;Darius;2
1408;dÌ©soler c'est un peu trop demander :);enemy;00:27:56;4;0;1;Offensive Language;10005;Akali;2
1409;vous conter reveler tou les bush ? xD;ally;00:28:20;4;0;1;Offensive Language;10005;Darius;2
1410;ebain vaigar ta quelle age;enemy;00:28:26;4;0;1;Offensive Language;10005;Rengar;2
1411;j'ai pas garen vous saveze :p;ally;00:28:29;4;0;1;Offensive Language;10005;Darius;2
1412;vous commencer a me casser les couille avec vos embuscade de merde putainn;offender;00:29:33;4;0;1;Offensive Language;10005;Warwick;2
1413;19 :p;ally;00:29:36;4.0;0.0;1.0;Offensive Language;10005.0;Veigar;0
1414;mais quand ilsurgit sa me fais sursautÌ©;ally;00:29:51;4;0;1;Offensive Language;10005;Veigar;2
1415;"ptit veinar ;p";ally;00:29:53;4;0;1;Offensive Language;10005;Darius;2
1416;merci le lup d'imobiliser la cible ^^;ally;00:31:44;4;0;1;Offensive Language;10005;Darius;2
1417;sa marche mieu en 1 vs 1 bande de nul;offender;00:31:49;4;0;1;Offensive Language;10005;Warwick;2
1418;ok report vulgaire vocalubaire :);enemy;00:32:11;4;0;1;Offensive Language;10005;Akali;2
1419;tg;offender;00:32:18;4.0;0.0;1.0;Offensive Language;10005.0;Warwick;0
1420;"^^""";ally;00:32:24;4.0;0.0;1.0;Offensive Language;10005.0;Veigar;0
1421;coucouc :p;ally;00:33:20;4;0;1;Offensive Language;10005;Darius;2
1422;lol;enemy;00:33:20;4.0;0.0;1.0;Offensive Language;10005.0;Rengar;0
1423;sa fait mal :'(;ally;00:33:24;4;0;1;Offensive Language;10005;Veigar;2
1424;sa je ce pas;enemy;00:33:30;4;0;1;Offensive Language;10005;Rengar;2
1425;"il  a dit ""al'aiiide"" ducoup je suis vennu. mais un peut tard ...";ally;00:33:44;4;0;1;Offensive Language;10005;Darius;2
1426;tu mas tuÌ© lentement aussi;ally;00:33:48;4;0;1;Offensive Language;10005;Veigar;2
1427;et avec plesier;enemy;00:33:56;4;0;1;Offensive Language;10005;Rengar;2
1428;plaisir*;ally;00:34:04;4;0;1;Offensive Language;10005;Veigar;2
1429;xD;ally;00:34:06;4.0;0.0;1.0;Offensive Language;10005.0;Veigar;0
1430;dsl;enemy;00:34:07;4.0;0.0;1.0;Offensive Language;10005.0;Rengar;0
1431;xD;enemy;00:34:09;4.0;0.0;1.0;Offensive Language;10005.0;Rengar;0
1432;vous me conseiller quoi en dernier item ??;ally;00:34:28;4;0;1;Offensive Language;10005;Veigar;2
1433;anneau doran :);enemy;00:34:36;4;0;1;Offensive Language;10005;Akali;2
1434;ok;ally;00:34:42;4.0;0.0;1.0;Offensive Language;10005.0;Veigar;0
1435;woup jme suis mÌ©langer ds les touche la xD;ally;00:36:42;4;0;1;Offensive Language;10005;Darius;2
1436;tu ma troubler a attaquer avec si peut de pv ^^ pas fou l rengar;ally;00:37:07;4;0;1;Offensive Language;10005;Darius;2
1437;c'etait beau le zhonya :p;ally;00:46:39;4;0;1;Offensive Language;10005;Veigar;2
1438;:D;enemy;00:49:13;4.0;0.0;1.0;Offensive Language;10005.0;Akali;0
1439;:p;ally;00:49:16;4.0;0.0;1.0;Offensive Language;10005.0;Veigar;0
1440;wp ^^;enemy;00:49:18;4.0;0.0;1.0;Offensive Language;10005.0;Akali;0
1441;gg;enemy;00:49:21;4.0;0.0;1.0;Offensive Language;10005.0;Rengar;0
1442;gg;enemy;00:49:21;4.0;0.0;1.0;Offensive Language;10005.0;Akali;0
1443;GG WP;enemy;00:49:22;4.0;0.0;1.0;Offensive Language;10005.0;Jax;0
1444;many mesos have uydr;enemy;00:00:12;10.0;1.0;1.0;Offensive Language;10006.0;Caitlyn;0
1445;i guess they might invade us;enemy;00:00:44;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1446;wut;offender;00:00:51;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1447;omw;ally;00:01:00;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1448;ty;offender;00:02:08;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1449;ward;ally;00:02:27;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1450;they do my red?;offender;00:02:28;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1451;kk;offender;00:02:30;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1452;wut was he doing;offender;00:03:31;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1453;trying to kill me;ally;00:03:55;10.0;1.0;1.0;Offensive Language;10006.0;Elise;0
1454;coming round;offender;00:04:15;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1455;vlad;offender;00:04:16;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1456;omg;ally;00:05:25;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1457;take this wave rengar;enemy;00:05:26;10.0;1.0;1.0;Offensive Language;10006.0;Anivia;0
1458;tornado :(;ally;00:05:27;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1459;lolz;offender;00:05:44;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1460;outplayed.;enemy;00:05:47;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1461;gj yes,;enemy;00:05:52;10.0;1.0;1.0;Offensive Language;10006.0;Caitlyn;0
1462;udyr no flash guys same bot lane.;enemy;00:05:53;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1463;it was 2 obvious tbh;enemy;00:06:14;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1464;but 2 greedy;enemy;00:06:19;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1465;tri no wards;enemy;00:06:39;10;1;1;Offensive Language;10006;Janna;2
1466;river warded;enemy;00:06:41;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1467;vlad;ally;00:07:20;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1468;omg;ally;00:07:20;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1469;CANT DO SHIT;ally;00:07:24;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1470;vladiimir no ignite;enemy;00:07:55;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1471;WORTH.;enemy;00:08:09;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1472;:);enemy;00:08:18;10.0;1.0;1.0;Offensive Language;10006.0;Caitlyn;0
1473;ill solo the blue rengar;enemy;00:08:43;10.0;1.0;1.0;Offensive Language;10006.0;Anivia;0
1474;my god vlad use both summs for kill me..;enemy;00:08:43;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1475;ss;ally;00:09:30;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1476;no matter what;ally;00:10:16;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1477;you wont kill her;ally;00:10:19;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1478;lol;offender;00:10:24;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1479;UHEHUEHUE;enemy;00:10:26;10.0;1.0;1.0;Offensive Language;10006.0;Caitlyn;0
1480;lol no assist;enemy;00:10:29;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1481;second time i grabbed unter turret;ally;00:10:41;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1482;why cait :( i hate u!!;enemy;00:10:46;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1483;LOl;enemy;00:10:47;10.0;1.0;1.0;Offensive Language;10006.0;Anivia;0
1484;she wasnt getting hit though;offender;00:10:53;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1485;ye, and turret wasn't hitting her;ally;00:10:55;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1486;u grabbed her and it wasnt hitting her;offender;00:10:59;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1487;ofc was;ally;00:11:00;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1488;no it wasn't;ally;00:11:05;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1489;it was lol;offender;00:11:05;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1490;they had minoins;offender;00:11:07;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1491;can we dragon?;enemy;00:11:10;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1492;so?;ally;00:11:12;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1493;udyr top;enemy;00:11:18;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1494;it doesnt auto attack her;offender;00:11:19;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1495;when ther;offender;00:11:22;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1496;ss;ally;00:11:42;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1497;care;ally;00:11:43;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1498;both flashed;enemy;00:11:44;10.0;1.0;1.0;Offensive Language;10006.0;Renekton;0
1499; --- d;enemy;00:11:50;10;1;1;Offensive Language;10006;Janna;2
1500;afk blitz is good blitz;ally;00:13:09;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1501;im not;ally;00:13:13;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1502;blitz afk?;enemy;00:13:15;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1503;you are trying to trade them;ally;00:13:18;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1504;he is saying, he isn't, but his gameplay says it all;ally;00:13:30;10.0;1.0;1.0;Offensive Language;10006.0;Jinx;0
1505;idd;enemy;00:13:35;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1506;ff;ally;00:13:55;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1507;lol;offender;00:14:52;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1508;IDIOTS;ally;00:15:09;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;1
1509;RUN FROM A 3v2?!?!?;ally;00:15:17;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1510;WTF?!?!?;ally;00:15:19;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;0
1511;lol;offender;00:15:19;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1512;WORTH!;enemy;00:15:19;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1513;:D;enemy;00:15:20;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1514;this vlad mid;offender;00:15:24;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1515;udyr you did shit;ally;00:15:37;10.0;1.0;1.0;Offensive Language;10006.0;Vladimir;1
1516;yalla gg ahi;enemy;00:15:42;10.0;1.0;1.0;Offensive Language;10006.0;Caitlyn;0
1517;dunno hard to win peoples lanes for them;offender;00:15:48;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1518;1 min dragon;enemy;00:16:07;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1519;if you'd waited;offender;00:16:15;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1520;you wouldnt have got killed like level 3;offender;00:16:20;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1521;but you kept going in for CS;offender;00:16:23;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1522;and trading awfully;offender;00:16:31;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1523;CAIT VS 5;enemy;00:17:06;10.0;1.0;1.0;Offensive Language;10006.0;Caitlyn;0
1524;ï¿½ï¿½ï¿½ï¿½;enemy;00:17:14;10;1;1;Offensive Language;10006;Janna;2
1525;report that troll please.;enemy;00:18:13;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1526;just report vlad and blitz lol;offender;00:18:22;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1527;me for what?;ally;00:18:27;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1528;i will;enemy;00:18:30;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1529;yeah for what?;ally;00:18:38;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1530;just explain your reasons;ally;00:19:03;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1531;you're shit;offender;00:19:08;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;1
1532;and you were like afk in lane;offender;00:19:11;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;1
1533;and pulling cait to turret when jinx was 1 auto from dying;offender;00:19:23;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1534;seemed like a good ideA?;offender;00:19:27;10.0;1.0;1.0;Offensive Language;10006.0;Udyr;0
1535;she wasnt 1 hit;ally;00:19:31;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1536;when i pulled;ally;00:19:34;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1537;and you came whole lane;ally;00:19:39;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1538;gotq;enemy;00:19:40;10.0;1.0;1.0;Offensive Language;10006.0;Anivia;0
1539;just to feed;ally;00:19:42;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1540;them;ally;00:19:43;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1541;so;ally;00:19:43;10.0;1.0;1.0;Offensive Language;10006.0;Blitzcrank;0
1542;GG WP;enemy;00:19:51;10.0;1.0;1.0;Offensive Language;10006.0;Janna;0
1543;just build ad and gg;enemy;00:00:22;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1544;armor*;enemy;00:00:26;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1545;hahahahahhaa;ally;00:01:22;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;0
1546;yo;ally;00:01:25;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1547;wow zed;ally;00:01:26;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1548;wtf are u doing;ally;00:01:27;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1549;:D;enemy;00:01:30;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1550;pots op;enemy;00:01:38;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1551;no flash mid;enemy;00:01:55;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1552;if you don't let me;ally;00:03:09;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1553;use my targons;ally;00:03:11;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1554;you can solo this lane;ally;00:03:14;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1555;sry;ally;00:04:51;3.0;1.0;1.0;Verbal Abuse;10007.0;Jinx;0
1556;...............................;ally;00:04:51;3;1;1;Verbal Abuse;10007;Taric;2
1557;seriously jinx;ally;00:04:58;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1558;do you know how fucking annoying it is;ally;00:05:02;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1559;buying an item;ally;00:05:04;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1560;and not being able to use it;ally;00:05:07;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1561;if you don't want me giving you free gold;ally;00:05:25;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1562;then i may aswell sell this and get an ancient coin;ally;00:05:36;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1563;wake up zed;ally;00:06:21;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1564;it was kill;ally;00:06:22;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1565;dont die;enemy;00:06:33;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1566;wait u got a spirit stone?;enemy;00:07:43;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1567;y;enemy;00:07:51;3.0;1.0;1.0;Verbal Abuse;10007.0;Darius;0
1568;need blue;offender;00:08:13;3.0;1.0;1.0;Verbal Abuse;10007.0;Zed;0
1569;me;ally;00:08:19;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1570;....;offender;00:08:25;3;1;1;Verbal Abuse;10007;Zed;2
1571;gg;offender;00:08:26;3.0;1.0;1.0;Verbal Abuse;10007.0;Zed;0
1572;ty;enemy;00:08:36;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1573;can you try csing a little better;ally;00:09:01;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1574;so you don't fall too far behind;ally;00:09:13;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1575;vayne how did you die?;enemy;00:09:59;3.0;1.0;1.0;Verbal Abuse;10007.0;Thresh;0
1576;red gank mid;enemy;00:11:02;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1577;dont push;enemy;00:11:04;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1578;gj;enemy;00:11:16;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1579;stop diving everything zed;ally;00:11:32;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1580;ffs;ally;00:11:32;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1581;idc;offender;00:11:35;3.0;1.0;1.0;Verbal Abuse;10007.0;Zed;0
1582;warded;enemy;00:11:37;3.0;1.0;1.0;Verbal Abuse;10007.0;Darius;0
1583;with blue i could kill her 5 times;offender;00:11:46;3.0;1.0;1.0;Verbal Abuse;10007.0;Zed;0
1584;i got double kill bot;ally;00:11:52;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1585;coming around;enemy;00:11:53;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1586;with it;ally;00:11:53;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1587;not because of blue;offender;00:12:07;3.0;1.0;1.0;Verbal Abuse;10007.0;Zed;0
1588;this puss darius;ally;00:12:25;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;1
1589;fkin retard;enemy;00:13:00;3.0;1.0;1.0;Verbal Abuse;10007.0;Vayne;1
1590;you getting a randuins mundo?;ally;00:13:31;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1591;that luck;enemy;00:13:46;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1592;so feed bot;enemy;00:15:08;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1593;:S;enemy;00:15:08;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1594;you're right;ally;00:15:11;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1595;taric isn't hard;ally;00:15:13;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1596;rofl;ally;00:15:15;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1597;for can carry :S;enemy;00:15:17;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1598;this trersh is like the most retarded guy on planet;enemy;00:15:49;3.0;1.0;1.0;Verbal Abuse;10007.0;Vayne;1
1599;cya nerd;offender;00:15:51;3.0;1.0;1.0;Verbal Abuse;10007.0;Zed;0
1600;easy mid;enemy;00:15:55;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1601;1v2 and I won u hard;enemy;00:16:01;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1602;i had blue 2 times;offender;00:16:10;3.0;1.0;1.0;Verbal Abuse;10007.0;Zed;0
1603;...;ally;00:16:17;3;1;1;Verbal Abuse;10007;Udyr;2
1604;dragon in 1 min;ally;00:16:19;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1605;i mean 2;ally;00:16:27;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1606;i ult....;enemy;00:16:28;3.0;1.0;1.0;Verbal Abuse;10007.0;Darius;0
1607;funny get carryed;enemy;00:16:56;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;1
1608;wow jinx;ally;00:17:33;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1609;i have to b;ally;00:17:37;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1610;that was wow;ally;00:17:37;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1611;ww ult and dead;ally;00:17:47;3.0;1.0;1.0;Verbal Abuse;10007.0;Jinx;0
1612;the bush was next to you;ally;00:17:57;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1613;just break vision;ally;00:18:01;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1614;instead of flashing;ally;00:18:03;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1615;well we miss all;ally;00:18:41;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1616;that w;ally;00:19:21;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;0
1617;and flash;ally;00:19:22;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;0
1618;omfg;ally;00:19:23;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;0
1619;dont take it;ally;00:20:05;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;0
1620;im way better with it;ally;00:20:13;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;0
1621;team;ally;00:21:05;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1622;respond;ally;00:21:06;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1623;why are we letting them;ally;00:21:08;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1624;get free turrets?;ally;00:21:11;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1625;zed;ally;00:21:23;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1626;???????????;ally;00:21:25;3.0;1.0;1.0;Verbal Abuse;10007.0;Dr. Mundo;0
1627;ty udyr -.-;ally;00:21:25;3.0;1.0;1.0;Verbal Abuse;10007.0;Jinx;0
1628;?;ally;00:21:29;3;1;1;Verbal Abuse;10007;Udyr;2
1629;w.e;ally;00:21:30;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1630;focus vayne;ally;00:21:39;3.0;1.0;1.0;Verbal Abuse;10007.0;Jinx;0
1631;not ww and thresh;ally;00:21:43;3.0;1.0;1.0;Verbal Abuse;10007.0;Jinx;0
1632;that zed xD;enemy;00:21:43;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1633;why stay?;enemy;00:21:49;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1634;real;enemy;00:21:54;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1635;haha;enemy;00:21:57;3.0;1.0;1.0;Verbal Abuse;10007.0;Warwick;0
1636;omg;enemy;00:22:00;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1637;idd that zed;ally;00:22:08;3.0;1.0;1.0;Verbal Abuse;10007.0;Udyr;0
1638;:S;enemy;00:22:41;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1639;we lost game here;enemy;00:22:43;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1640;in that suicide;enemy;00:22:57;3.0;1.0;1.0;Verbal Abuse;10007.0;Nidalee;0
1641;taric does so much damage;ally;00:23:04;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
1642;the fuck];ally;00:23:05;3.0;1.0;1.0;Verbal Abuse;10007.0;Taric;0
